Kingdom,Phylum,Class,Order,Family,Genus,Aerotolerance,Aerotolerance_cat,Reference,Comments,Citation_link
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,Other, ,unknown,NA,NA,NA
,,,,Unknown Family,Acuticoccus,NA,unknown,Not on Bergey's,Have not looked from beyond Bergey's,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,OAN,nonaerotolerant,Bergey's Manual,NA,NA
,,,,Veillonellaceae,Megasphaera,AN,aerotolerant,Bergey's manual,Listed as 'anaerobic' so no 'obligate'/'strictly' mentioned.,NA
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,AN,aerotolerant,Bergey's Manual,NA,NA
,,,,Verrucomicrobiaceae,Verrucomicrobium,FAN,aerotolerant,Bergey's manual,NA,NA
NA,NA,NA,NA,NA,NA,FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,FAN,aerotolerant,Bergey's Manual,NA,NA
,,,,Vicinamibacteraceae,Vicinamibacter,A,aerotolerant,Bergey's manual,NA,NA
,,,,Victivallaceae,Victivallis,OAN,nonaerotolerant,Bergey's manual,NA,NA
,,,,Vulgatibacteraceae,Vulgatibacter,NA,unknown,Not on Bergey's,Have not looked from beyond Bergey's,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,Other, ,unknown,NA,NA,NA
NA,NA,NA,NA,NA,NA,OA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Candidatus Hemobacterium, ,unknown,not in Bergey's,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chishuiella, ,unknown,not in Bergey's,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Empedobacter,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Weeksellaceae,Moheibacter,NA,unknown,Not on Bergey's,Have not looked from beyond Bergey's,NA
NA,NA,NA,NA,NA,NA,FAN,aerotolerant,"Du et al., 2016",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.000683
Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Ignatzschineria, ,unknown,"Do et al., 2021",NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8181187/
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Wohlfahrtiimonas, ,unknown,"Kozyk et al., 2023",NA,https://onlinelibrary.wiley.com/doi/full/10.1002/ccr3.6972
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,A,aerotolerant,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Other, ,unknown,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys, ,unknown,"KŠmpfer et al., 2006",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.64124-0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes, ,unknown,not in Bergey's,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Xanthomonadaceae,Arenimonas,NA,unknown,Not on Bergey's,Have not looked from beyond Bergey's,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,SN8, ,unknown,not in Bergey's,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Pleurocapsa PCC-7319,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Xiphinematobacteraceae,Candidatus Xiphinematobacter,Unknown,unknown,Bergey's manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Other, ,unknown,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,FAN,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,FAN,aerotolerant,Bergey's Manual,NA,NA
